"Pachio-kun Warau Uchuu / パチ夫くん 笑う宇宙","pachio-kun-warau-uchuu","JP","SCD",1992,"Coconuts Japan / ココナッツジャパン"
"Pastel Lime / パステル ライム","pastel-lime","JP","SCD",1992,"naxat / ナグザット"
"PCEngine Fan Special CD-Rom Volume 1","pcengine-fan-special-cd-rom-volume-1","JP","SCD",,
"Pop'n Magic / ぽっぷ'ｎまじっく","pop'n-magic","JP","SCD",1992,"RIOT, Telenet Japan / ライオット, 日本テレネット"
"Popful Mail - Magical Fantasy Adventure / ぽっぷるメイル","popful-mail-magical-fantasy-adventure","JP","SCD",1994,"NEC Home Electronics/HuneX/Falcom / NECホームエレクトロニクス/ヒューネックス/日本ファルコム"
"Populous - The Promised Lands / ポピュラス ザ・プロミストランド","populous-the-promised-lands","JP","SCD",1991,"Hudson/Alfa System, Bullfrog/Electronic Arts / ハドソン/アルファ・システム"
"Power Golf 2 - Golfer / パワーゴルフ2 ゴルファー","power-golf-2-golfer","JP","SCD",1994,"Hudson / ハドソン"
"Princess Maker 2 / プリンセスメーカー2","princess-maker-2","JP","SCD",1995,"NEC Home Electronics/Micro Cabin/Gainax / NECホームエレクトロニクス/マイクロキャビン/ガイナックス"
"Princess Minerva / プリンセス・ミネルバ","princess-minerva","JP","SCD",1994,"Riverhill Soft / リバーヒルソフト"
"Psychic Detective Series Vol. 3 - Aya / サイキック・ディテクティブ・シリーズ Vol.3 AYA","psychic-detective-series-vol.-3-aya","JP","SCD",1992,"Data West / データウエスト"
"Psychic Storm / サイキック・ストーム","psychic-storm","JP","SCD",1992,"Laser Soft, Telenet Japan/Alfa System / レーザーソフト, 日本テレネット/アルファ・システム"
"Quiz Avenue III / クイズアベニューIII","quiz-avenue-iii","JP","SCD",1994,"NEC Avenue / NECアベニュー"
"Rayxanber III / ライザンバーIII","rayxanber-iii","JP","SCD",1992,"Data East / データイースト"
"Record of Lodoss War II / ロードス島戦記II","record-of-lodoss-war-ii","JP","SCD",1994,"Hudson / ハドソン"
"Renny Blaster / レニーブラスター","renny-blaster","JP","SCD",1995,"NEC Avenue / NECアベニュー"
"Seiya Monogatari / Anearth Fantasy Stories / 聖夜物語","anearth-fantasy-stories","JP","SCD",1995,"Hudson / ハドソン"
"Seiya Monogatari / Anearth Fantasy Stories Taikenban / 聖夜物語 体験版","anearth-fantasy-stories-taikenban","JP","SCD",1995,"Media Works / メディアワークス"
"Sexy Idol Mahjong / セクシーアイドル麻雀","sexy-idol-mahjong","JP","SCD",1993,"Nihon Bussan (Nichibutsu)/Cream / 日本物産（ニチブツ）"
"Snatcher Pilot Disk / スナッチャー パイロット盤","snatcher-pilot-disk","JP","SCD",1992,"Konami / コナミ"
"Solid Force / ソリッドフォース","solid-force","JP","SCD",1995,"NEC Home Electronics/Kogado Studio / NECホームエレクトロニクス/工画堂スタジオ"
"Sorcerian / ソーサリアン","sorcerian","JP","SCD",1992,"Victor Musical Industries/Falcom / ビクター音楽産業/日本ファルコム"
"Sotsugyou II - Neo Generation / 卒業II Neo Generation","sotsugyou-ii-neo-generation","JP","SCD",1994,"Riverhill Soft/Head Room, Tenky / リバーヒルソフト/ヘッドルーム, テンキー"
"Sotsugyou Shashin Miki / 卒業写真 美姫","sotsugyou-shashin-miki","JP","SCD",1994,"Coconuts Japan, GX Media/Cocktail Soft / ココナッツジャパン, GXメディア/カクテルソフト"
"Spriggan Mark 2 - Re Terraform Project / スプリガンmark2 リ・テラフォーム・プロジェクト","spriggan-mark-2-re-terraform-project","JP","SCD",1992,"naxat/Compile / ナグザット/コンパイル"
"Star Breaker / スターブレイカー","star-breaker","JP","SCD",1994,"RayForce / レイ・フォース"
"Star Of Quiz / クイズの星","star-of-quiz","JP","SCD",1992,"Sunsoft (Sun Electronics) / サンソフト（サン電子）"
"Star Parodier /  スター パロジャー","star-parodier","JP","SCD",1992,"Hudson / ハドソン"
"Startling Odyssey / スタートリングオデッセイ","startling-odyssey","JP","SCD",1993,"RayForce / レイ・フォース"
"Startling Odyssey II / スタートリングオデッセイ II 魔竜戦争","startling-odyssey-ii","JP","SCD",1994,"RayForce / レイ・フォース"
"Steam Heart's / スチーム・ハーツ","steam-heart's","JP","SCD",1996,"TGL (Technical Group Laboratory) / テイジイエル"
"Summer Carnival '93 Nexzr Special / Summer Carnival '93 ネクスザールスペシャル","summer-carnival-'93-nexzr-special","JP","SCD",1993,"naxat / ナグザット"
"Super CD-ROM Taiken Soft Shuu / SUPER CD-ROM 体験ソフト集","super-cd-rom-taiken-soft-shuu","JP","SCD",1991,"Hudson/Red, Falcom / ハドソン/レッド, 日本ファルコム"
"Super Darius II / スーパーダライアスII","super-darius-ii","JP","SCD",1993,"NEC Avenue/Taito / NECアベニュー/タイトー"
"Super Real Mahjong P IV Custom / スーパーリアル麻雀P IV カスタム","super-real-mahjong-p-iv-custom","JP","SCD",1993,"naxat/Seta / ナグザット/セタ"
"Sword Master / ソードマスター","sword-master","JP","SCD",1993,"Right Stuff / ライトスタッフ"
"Sylphia / シルフィア","sylphia","JP","SCD",1993,"Tonkinhouse / トンキンハウス"
"Take The 'A' Train III / A. III A列車で行こうIII","take-the-'a'-train-iii","JP","SCD",1993,"Artdink / アートディンク"
"Tenchi Muyo! / 天地無用！ 魎皇鬼","tenchi-muyo!","JP","SCD",1995,"NEC Avenue / NECアベニュー"
"Tenchi O Kurau / 天地を喰らう","tenchi-o-kurau","JP","SCD",1994,"NEC Avenue/Capcom / NECアベニュー/カプコン"
"Tengai Makyou - Deden No Den Kabuki / 天外魔境 電々の伝 カブキ","tengai-makyou-deden-no-den-kabuki","JP","SCD",1994,"RED"
"Tengai Makyou - Far East Of Eden - Kabuki Den / 天外魔境 風雲カブキ伝","tengai-makyou-far-east-of-eden-kabuki-den","JP","SCD",1993,"Hudson/Red / ハドソン/レッド"
"Tengai Makyou - Far East of Eden - Ziria Promo / 天外魔境 ZIRIA  非売品","tengai-makyou-far-east-of-eden-ziria-promo","JP","SCD",1992,"Hudson / ハドソン"
"Tengai Makyou II - Far East Of Eden - Maru / 天外魔境II 卍MARU","tengai-makyou-ii-far-east-of-eden-maru","JP","SCD",1992,"Hudson/Red, Alfa System / ハドソン/レッド, アルファ・システム"
"Tenshi No Uta / 天使の詩","tenshi-no-uta","JP","SCD",1991,"RIOT, Telenet Japan / ライオット, 日本テレネット"
"Tenshi no Uta II - Datenshi No Sentaku / 天使の詩II 堕天使の選択","tenshi-no-uta-ii-datenshi-no-sentaku","JP","SCD",1993,"RIOT, Telenet Japan / ライオット, 日本テレネット"
"Terraforming / テラフォーミング","terraforming","JP","SCD",1992,"Right Stuff / ライトスタッフ"
"Tokimeki Memorial / ときめきメモリアル","tokimeki-memorial","JP","SCD",1994,"Konami / コナミ"
"Top wo Nerae! Gunbuster Vol. 1 / トップをねらえ！ Gun Buster VOL.1","top-wo-nerae!-gunbuster-vol.-1","JP","SCD",1992,"Riverhill Soft / リバーヒルソフト"
"Top wo Nerae! Gunbuster Vol. 2 / トップをねらえ！ GunBuster VOL.2","top-wo-nerae!-gunbuster-vol.-2","JP","SCD",1993,"Riverhill Soft / リバーヒルソフト"
"Travel Epuru / TRAVEL エプル","travel-epuru","JP","SCD",1992,"RIOT, Telenet Japan / ライオット, 日本テレネット"
"Valis - The Legend Of A Fantasm Soldier / 夢幻戦士ヴァリス","valis-the-legend-of-a-fantasm-soldier","JP","SCD",1992,"RIOT, Telenet Japan / ライオット, 日本テレネット"
"Vasteel 2 / バスティール2","vasteel-2","JP","SCD",1994,"Human/HuneX / ヒューマン/ヒューネックス"
"Virgin Dream / ヴァージン・ドリーム","virgin-dream","JP","SCD",1996,"Tokuma Intermedia / 徳間インターメディア"
"Wizardry III & IV - Legacy Of Llylgamyn / The Return Of Werdna / ウィザードリィIII・IV","wizardry-iii-&-iv-legacy-of-llylgamyn","JP","SCD",1994,"naxat/Sir-Tech / ナグザット"
"Wizardry V - Heart Of The Maelstrom / ウィザードリィV","wizardry-v-heart-of-the-maelstrom","JP","SCD",1992,"naxat/Sir-Tech / ナグザット"
"Xak I & II / サークI・II","xak-i-&-ii","JP","SCD",1992,"RIOT, Telenet Japan/Micro Cabin / ライオット, 日本テレネット/マイクロキャビン"
"Xak III - The Eternal Recurrence / サークIII","xak-iii-the-eternal-recurrence","JP","SCD",1994,"NEC Home Electronics/Micro Cabin / NECホームエレクトロニクス/マイクロキャビン"
"Yami No Ketsuzoku Haru Kanaru Kioku / 闇の血族 遥かなる記憶","yami-no-ketsuzoku-haru-kanaru-kioku","JP","SCD",1993,"naxat/System Sacom / ナグザット/システムサコム"
"Yawara! / ヤワラ","yawara!","JP","SCD",1992,"Sofix/Hudson / ソフィックス/ハドソン"
"Yawara! 2 / ヤワラ2","yawara!-2","JP","SCD",1994,"SOFIX / ソフィックス"
"Ys IV - The Dawn Of Ys / イースIV -ザ・ドーン・オブ・イース-","ys-iv-the-dawn-of-ys","JP","SCD",1993,"Hudson/Falcom / ハドソン/日本ファルコム"
"Zero 4 Champ II / ゼロヨンチャンプII","zero-4-champ-ii","JP","SCD",1993,"Media Rings / メディアリング"
"Battlefield Wrestling '94 / 新日本プロレスリング'94 バトルフィールド IN 闘強導夢","battlefield-wrestling-'94","JP","ACD",1994,"Fujicom / フジコム"
"Garou Densetsu 2 - Aratanaru Tatakai - / 餓狼伝説2 ―新たなる闘い―","garou-densetsu-2-aratanaru-tatakai--","JP","ACD",1994,"Hudson/SNK / ハドソン/エス・エヌ・ケイ"
"Garou Densetsu Special / 餓狼伝説SPECIAL","garou-densetsu-special","JP","ACD",1994,"Hudson/SNK / ハドソン/エス・エヌ・ケイ"
"Ginga Fukei Densetsu Sapphire / 銀河婦警伝説サファイア","ginga-fukei-densetsu-sapphire","JP","ACD",1995,"Hudson / ハドソン"
"Janshin Densetsu - Quest of Jong Master / 雀神伝説 QUEST OF JONG MASTER","janshin-densetsu-quest-of-jong-master","JP","ACD",1995,"NEC Home Electronics / NECホームエレクトロニクス"
"Kabuki Itouryodan / カブキ一刀涼談","kabuki-itouryodan","JP","ACD",1995,"Hudson/Red / ハドソン/レッド"
"Mad Stalker - Full Metal Force / マッドストーカー フルメタルフォース","mad-stalker-full-metal-force","JP","ACD",1994,"NEC Home Electronics / NECホームエレクトロニクス"
"Ryūko No Ken / Art Of Fighting / 龍虎の拳","ryūko-no-ken","JP","ACD",1994,"Hudson/Alfa System/SNK / ハドソン/アルファ・システム/エス・エヌ・ケイ"
"Madou Granzort / 魔動王グランゾート","madou-granzort","JP","SHu",1990,"Hudson / ハドソン"
"Aero Blasters","aero-blasters","US","Hu",1990,"Hudson Soft/Nec / Inter State/Kaneko"
"Air Zonk","air-zonk","US","Hu",1992,"Nec / Hudson Soft/Red"
"Alien Crush","alien-crush-us","US","Hu",1989,"Nec / Hudson Soft"
"Ballistix","ballistix-us","US","Hu",1991,"Nec / Psygnosis"
"Battle Royale","battle-royale","US","Hu",1990,"Nec / Incredible Technologies"
"Blazing Lazers","blazing-lazers","US","Hu",1989,"Nec / Hudson Soft/Toho/Sunrise"
"Bloody Wolf","bloody-wolf-us","US","Hu",1990,"Nec / Data East"
"Bomberman","bomberman-us","US","Hu",1991,"Nec / Hudson Soft"
"Bomberman '93","bomberman-'93-us","US","Hu",1993,"Hudson Soft"
"Bonk's Adventure","bonk's-adventure","US","Hu",1990,"Nec / Hudson Soft/Red/Atlus"
"Bonk's Big Adventure","bonk's-big-adventure","US","Hu",1993,"Nec / Hudson Soft/Red"
"Bonk's Revenge","bonk's-revenge","US","Hu",1991,"Nec / Hudson Soft/Red"
"Boxy Boy","boxy-boy","US","Hu",1990,"Nec / Media Rings/Thinking Rabbits"
"Bravoman","bravoman","US","Hu",1990,"Nec / Namco"
"Cadash","cadash-us","US","Hu",1991,"Taito"
"Champions Forever Boxing","champions-forever-boxing","US","Hu",1991,"Nec"
"Chase HQ","chase-hq","US","Hu",1992,"Taito"
"China Warrior","china-warrior","US","Hu",1989,"NEC / Hudson Soft"
"Cratermaze","cratermaze","US","Hu",1990,"Nec / Hudson Soft"
"Cyber Core","cyber-core-us","US","Hu",1990,"Nec / IGS"
"Darkwing Duck","darkwing-duck","US","Hu",1992,"Turbo Technologies / Walt Disney"
"Dead Moon","dead-moon-us","US","Hu",1991,"Natsume"
"Deep Blue","deep-blue-us","US","Hu",1989,"Nec / Pac-In-Video"
"Devil's Crush","devil's-crush","US","Hu",1990,"Nec / Naxat Soft/Red"
"Double Dungeons","double-dungeons-us","US","Hu",1990,"Nec / NCS"
"Dragon Spirit","dragon-spirit-us","US","Hu",1989,"Nec / Namco"
"Dragon's Curse","dragon's-curse","US","Hu",1990,"Nec / Hudson Soft"
"Drop Off","drop-off","US","Hu",1990,"Nec / Data East"
"Dungeon Explorer","dungeon-explorer-us","US","Hu",1989,"Nec / Hudson Soft/Atlus"
"Falcon","falcon","US","Hu",1992,"Spectrum Holobyte"
"Final Lap Twin","final-lap-twin-us","US","Hu",1989,"Nec / Namco"
"Galaga '90","galaga-'90","US","Hu",1989,"Nec / Namco"
"Ghost Manor","ghost-manor","US","Hu",1992,"Turbo Technologies / Icom"
"Hit The Ice","hit-the-ice-us","US","Hu",1992,"Nec / Taito/Williams"
"Impossamole","impossamole","US","Hu",1991,"Nec / Gremlin Graphics"
"J.J. & Jeff","j.j.-&-jeff","US","Hu",1990,"Nec / Hudson Soft"
"Jackie Chan Action Kung Fu","jackie-chan-action-kung-fu","US","Hu",1992,"Hudson Soft"
"Keith Courage In Alpha Zones","keith-courage-in-alpha-zones","US","Hu",1989,"Nec / Hudson Soft"
"King Of Casino","king-of-casino-us","US","Hu",1990,"Victor / Algorithm Institute"
"Klax","klax-us","US","Hu",1990,"Tengen"
"Legend Of Hero Tonma","legend-of-hero-tonma-us","US","Hu",1993,"Irem"
"Military Madness","military-madness","US","Hu",1989,"Nec / Hudson Soft"
"Moto Roader","moto-roader-us","US","Hu",1989,"Nec / NCS"
"Neutopia","neutopia","US","Hu",1990,"Nec / Hudson Soft"
"Neutopia 2","neutopia-2","US","Hu",1992,"Nec / Hudson Soft"
"New Adventure Island","new-adventure-island","US","Hu",1992,"Turbo Technologies / Hudson Soft"
"Night Creatures","night-creatures","US","Hu",1992,"Nec / Manley Associates"
"Ninja Spirit","ninja-spirit","US","Hu",1990,"Nec / Irem"
"Order Of The Griffon","order-of-the-griffon","US","Hu",1992,"Turbo Technologies / WestWood/TSR"
"Ordyne","ordyne-us","US","Hu",1989,"Nec / Namco"
"Pac Land","pac-land-us","US","Hu",1989,"Nec / Namco"
"Parasol Stars","parasol-stars","US","Hu",1991,"Working Designs / Taito"
"Power Golf","power-golf-us","US","Hu",1989,"Nec / Hudson Soft"
"Psychosis","psychosis","US","Hu",1990,"Nec / Naxat Soft"
"R-Type","r-type","US","Hu",1989,"Nec / Irem"
"Raiden","raiden-us","US","Hu",1991,"Nec / Hudson Soft/Seibu Kaihatsu"
"Samurai Ghost","samurai-ghost","US","Hu",1992,"Namco"
"Shockman","shockman","US","Hu",1992,"NCS"
"Sidearms","sidearms","US","Hu",1989,"Radiance / Capcom"
"Silent Debuggers","silent-debuggers-us","US","Hu",1991,"Nec / Data East"
"Sinistron","sinistron","US","Hu",1991,"IGS"
"Soldier Blade","soldier-blade-us","US","Hu",1992,"Hudson Soft"
"Somer Assault","somer-assault","US","Hu",1992,"Atlus"
"Sonic Spike","sonic-spike","US","Hu",1990,"IGS"
"Splatterhouse","splatterhouse-us","US","Hu",1990,"Namco"
"Super Star Soldier","super-star-soldier-us","US","Hu",1991,"Nec / Hudson Soft"
"Super Volley Ball","super-volley-ball-us","US","Hu",1990,"Nec / Video Systems"
"Takin' It To The Hoop","takin'-it-to-the-hoop","US","Hu",1989,"Nec / Aicom"
"Tale Spin","tale-spin","US","Hu",1991,"Nec / Disney"
"The Legendary Axe","the-legendary-axe","US","Hu",1989,"Nec / Victor Musical Industries"
"The Legendary Axe II","the-legendary-axe-ii","US","Hu",1990,"Nec / Victor/Red/Atlus"
"Time Cruise","time-cruise","US","Hu",1992,"Face"
"Tricky Kick","tricky-kick","US","Hu",1990,"IGS"
"Turbografx CD ver.2.0","turbografx-cd-ver.2.0","US","Hu",,"Nec Home Electronics / Hudson Soft"
"Turrican","turrican","US","Hu",1991,"Accolade"
"TV Sports Football","tv-sports-football-us","US","Hu",1990,"Nec / Cinemaware"
"Veigues Tactical Gladiator","veigues-tactical-gladiator-us","US","Hu",1990,"Nec / Victor/Game Arts"
"Victory Run","victory-run-us","US","Hu",1989,"Nec / Hudson Soft"
"Vigilante","vigilante-us","US","Hu",1989,"Nec / Irem"
"World Class Baseball","world-class-baseball","US","Hu",1989,"Nec / Hudson Soft"
"World Sports Competition","world-sports-competition","US","Hu",1992,"Hudson Soft"
"Yo, Bro","yo,-bro","US","Hu",1991,"Nec / Camp California"
"Buster Brothers","buster-brothers","US","CD",,
"Cosmic Fantasy 2","cosmic-fantasy-2","US","CD",,
"Exile","exile","US","CD",1992,
"Fighting Street","fighting-street-us","US","CD",1989,
"Final Zone 2","final-zone-2","US","CD",,
"It Came from the Desert","it-came-from-the-desert","US","CD",,
"J.B. Harold Murder Club","j.b.-harold-murder-club","US","CD",,
"Jack Nicklaus Turbo Golf","jack-nicklaus-turbo-golf","US","CD",,
"Last Alert","last-alert","US","CD",,
"Lords Of The Rising Sun","lords-of-the-rising-sun","US","CD",,
"Magical Dinosaur Tour","magical-dinosaur-tour","US","CD",,
"Monster Lair","monster-lair","US","CD",,
"Sherlock Holmes Vol.1","sherlock-holmes-vol.1","US","CD",,
"Splash Lake","splash-lake-us","US","CD",,
"The Addams Family","the-addams-family","US","CD",,
"Valis 2","valis-2","US","CD",,
"Valis 3","valis-3","US","CD",,
"Vasteel","vasteel-us","US","CD",,
"Ys - Book I & II","ys-book-i-&-ii","US","CD",,
"Ys 3 - Wanderers From Ys","ys-3-wanderers-from-ys","US","CD",,
"Beyond Shadowgate","beyond-shadowgate","US","SCD",,
"Camp California","camp-california","US","SCD",,
"Cotton","cotton-us","US","SCD",,
"Dragon Slayer: Legend of Heroes","dragon-slayer:-legend-of-heroes","US","SCD",,
"Dungeon Explorer 2","dungeon-explorer-2","US","SCD",1993,
"Dungeon Master","dungeon-master","US","SCD",1993,
"Dynastic Hero","dynastic-hero-us","US","SCD",,
"Exile: Wicked Phenomenon","exile:-wicked-phenomenon","US","SCD",1993,
"Forgotten Worlds","forgotten-worlds-us","US","SCD",,
"Gate Of Thunder","gate-of-thunder-us","US","SCD",,
"Godzilla","godzilla","US","SCD",,
"John Madden DUO CD Football","john-madden-duo-cd-football","US","SCD",,
"Loom","loom-us","US","SCD",,
"Lords Of Thunder","lords-of-thunder","US","SCD",,
"Might And Magic 3","might-and-magic-3","US","SCD",,
"Prince Of Persia","prince-of-persia-us","US","SCD",,
"Riot Zone","riot-zone","US","SCD",,
"Shadow Of The Beast","shadow-of-the-beast-us","US","SCD",,
"Shape Shifter","shape-shifter","US","SCD",,
"Sim Earth","sim-earth","US","SCD",,
"Super Air Zonk","super-air-zonk","US","SCD",,
"1943 Kai / 1943改","1943-kai","JP","Hu",1991,"naxat/Capcom / ナグザット/カプコン"
"21 Emon Mezase! Hotel Oh / 21エモン めざせ！ホテル王","21-emon-mezase!-hotel-oh","JP","Hu",1994,"NEC Home Electronics / NECホームエレクトロニクス"
"Adventure Island / アドベンチャーアイランド","adventure-island","JP","Hu",1991,"Hudson / ハドソン"
"Aero Blaster / エアロブラスターズ","aero-blaster","JP","Hu",1990,"Hudson/Inter State/Kaneko / ハドソン/インターステート/カネコ"
"After Burner II / アフターバーナーII","after-burner-ii","JP","Hu",1990,"NEC Avenue/Sega / NECアベニュー/セガ"
"Alien Crush / エイリアンクラッシュ","alien-crush","JP","Hu",1988,"naxat / ナグザット"
"Ankoku Densetsu / 暗黒伝説","ankoku-densetsu","JP","Hu",1990,"Victor Musical Industries/Atlus, Red / ビクター音楽産業/アトラス, レッド"
"Aoi Blink / Blue Blink / 青いブリンク""","aoi-blink","JP","Hu",1990,"Hudson / ハドソン"
"Appare! Gateball / あっぱれ！ゲートボール","appare!-gateball","JP","Hu",1988,"Hudson/Azuma / ハドソン"
"Arcade Card Pro / アーケードカードPRO","arcade-card-pro","JP","Hu",1994,"NEC Home Electronics / NECホームエレクトロニクス"
"Artist Tool / アーティストツール","artist-tool","JP","Hu",1989,"NEC Home Electronics/Hudson / NECホームエレクトロニクス/ハドソン"
"Atomic Robo-Kid Special / アトミックロボキッド スペシャル","atomic-robo-kid-special","JP","Hu",1990,"UPL / ユーピーエル"
"Ballistix / バリスティックス","ballistix","JP","Hu",1991,"Coconuts Japan/Psygnosis / ココナッツジャパン"
"Bari Bari Densetsu / バリバリ伝説","bari-bari-densetsu","JP","Hu",1989,"Taito/Section KZM Team / タイトー"
"Barunba / バルンバ","barunba","JP","Hu",1990,"Namcot/ZAP / ナムコ/ザップ"
"Batman / バットマン","batman","JP","Hu",1990,"Sunsoft (Sun Electronics) / サンソフト（サン電子）"
"Battle Lode Runner / バトルロードランナー","battle-lode-runner","JP","Hu",1993,"Hudson/Broderbund Software / ハドソン/ブロダーバンド"
"Be Ball / ビーボール","be-ball","JP","Hu",1990,"Hudson / ハドソン"
"Benkei Gaiden / 弁慶－外伝－","benkei-gaiden","JP","Hu",1989,"Sunsoft (Sun Electronics) / サンソフト（サン電子）"
"Blodia / ブロディア","blodia","JP","Hu",1990,"Hudson/Broderbund Japan / ハドソン/ブロダーバンド"
"Bloody Wolf / ならずもの戦闘部隊 BLOODY WOLF","bloody-wolf","JP","Hu",1989,"Data East / データイースト"
"Bomberman / ボンバーマン","bomberman","JP","Hu",1990,"Hudson / ハドソン"
"Bomberman '93 / ボンバーマン'93","bomberman-'93","JP","Hu",1992,"Hudson / ハドソン"
"Bomberman Users Battle / ボンバーマン　ユーザーズバトル","bomberman-users-battle","JP","Hu",1990,"Hudson Soft"
"Bouken Danshaku Don - The Lost Sunheart / 冒険男爵ドン サン＝ハート編 THE LOST SUNHEART","bouken-danshaku-don-the-lost-sunheart","JP","Hu",1992,"I'Max / アイマックス"
"Break In / ブレイク・イン","break-in","JP","Hu",1989,"naxat / ナグザット"
"Bull Fight / ブルファイト リングの覇者","bull-fight","JP","Hu",1989,"Cream / クリーム"
"Champion Wrestler / チャンピオン・レスラー","champion-wrestler","JP","Hu",1990,"Taito / タイトー"
"Chibi Maruko-chan - Quiz De Piihyara / ちびまる子ちゃん クイズでピーヒャラ","chibi-maruko-chan-quiz-de-piihyara","JP","Hu",1992,"Namcot / ナムコ"
"Chikudenya Toubee / 逐電屋 藤兵衛 BIT2の首斬り館より","chikudenya-toubee","JP","Hu",1990,"naxat / ナグザット"
"Chouzetsu Rinjin Berabōman / 超絶倫人ベラボーマン","chouzetsu-rinjin-berabōman","JP","Hu",1990,"Namcot / ナムコ"
"Circus Lido / サーカスライド","circus-lido","JP","Hu",1991,"UNI Post/Planning System / ユニポスト"
"Columns / コラムス","columns","JP","Hu",1991,"Telenet Japan/Sega / 日本テレネット/セガ"
"Coryoon - Child Of Dragon / コリューン","coryoon-child-of-dragon","JP","Hu",1991,"naxat / ナグザット"
"Cross Wiber / クロスワイバー CYBER-COMBAT-POLICE","cross-wiber","JP","Hu",1990,"Face. / フェイス"
"Cyber Core / サイバーコア","cyber-core","JP","Hu",1990,"IGS (Information Global Service)/Alfa System / アイ・ジー・エス/アルファ・システム"
"Cyber Cross / 武装刑事サイバークロス","cyber-cross","JP","Hu",1989,"Face / フェイス"
"Cyber Dodge Ball / サイバードッジボール","cyber-dodge-ball","JP","Hu",1992,"Tonkinhouse / トンキンハウス"
"Cyber Knight / サイバーナイト","cyber-knight","JP","Hu",1990,"Tonkinhouse / トンキンハウス"
"Daichi-kun Crisis / 大地くんクライシス","daichi-kun-crisis","JP","Hu",1989,"Salio / サリオ"
"Dead Moon / DEAD MOON 「月世界の悪夢」","dead-moon","JP","Hu",1991,"T. S. S. / ティー・エス・エス"
"Deep Blue / ディープブルー・海底神話","deep-blue","JP","Hu",1989,"Pack-In-Video / パック・イン・ビデオ"
"Detana! TwinBee / 出たな！ツインビー","detana!-twinbee","JP","Hu",1992,"Konami / コナミ"
"Devil Crash - Naxat Pinball / デビルクラッシュ ナグザットピンボール","devil-crash-naxat-pinball","JP","Hu",1990,"naxat/Red / ナグザット/レッド"
"Die Hard / ダイハード","die-hard","JP","Hu",1990,"Pack-In-Video/Nihon Bussan/Activision / パック・イン・ビデオ/日本物産/アクティビジョン"
"Digital Champ Battle Boxing / デジタルチャンプ バトルボクシング","digital-champ-battle-boxing","JP","Hu",1989,"naxat / ナグザット"
"Doraemon - Nobita No Dorabian Night / ドラえもん のび太のドラビアンナイト","doraemon-nobita-no-dorabian-night","JP","Hu",1991,"Hudson / ハドソン"
"Double Dungeons / ダブルダンジョン","double-dungeons","JP","Hu",1989,"Masaya (NCS) / メサイヤ（日本コンピューターシステム）"
"Download / ダウンロード","download","JP","Hu",1990,"NEC Avenue/Alfa System / NECアベニュー/アルファ・システム"
"Dragon EGG! / どらごんEGG！","dragon-egg!","JP","Hu",1991,"Masaya (NCS)/Tenky / メサイヤ（日本コンピューターシステム）/テンキー"
"Dragon Saber / ドラゴンセイバー","dragon-saber","JP","Hu",1991,"Namcot / ナムコ"
"Dragon Spirit / ドラゴンスピリット","dragon-spirit","JP","Hu",1988,"Namcot / ナムコ"
"Drop Rock Hora Bora / ドロップロックほらホラ","drop-rock-hora-bora","JP","Hu",1990,"Data East / データイースト"
"Dungeon Explorer / ダンジョン エクスプローラー","dungeon-explorer","JP","Hu",1989,"Hudson/Atlus / ハドソン/アトラス"
"Eternal City / エターナルシティ都市転送計画","eternal-city","JP","Hu",1991,"naxat / ナグザット"
"F-1 Dream / F-1ドリーム","f-1-dream","JP","Hu",1989,"NEC Avenue/Capcom / NECアベニュー/カプコン"
"F1 Circus '92 - The Speed of Sound / エフワンサーカス'92 ザ・スピード・オブ・サウンド","f1-circus-'92-the-speed-of-sound","JP","Hu",1992,"Nihon Bussan (Nichibutsu) / 日本物産（ニチブツ）"
"F1 Triple Battle / F1トリプルバトル","f1-triple-battle","JP","Hu",1989,"Human / ヒューマン"
"Fantasy Zone / ファンタジーゾーン","fantasy-zone","JP","Hu",1988,"NEC Avenue/Sega / NECアベニュー/セガ"
"Fighting Run / ファイティングラン","fighting-run","JP","Hu",1991,"Nihon Bussan (Nichibutsu) / 日本物産（ニチブツ）"
"Final Blaster / ファイナルブラスター","final-blaster","JP","Hu",1990,"Namcot / ナムコ"
"Final Lap Twin / ファイナルラップ・ツイン","final-lap-twin","JP","Hu",1989,"Namcot / ナムコ"
"Final Soldier / ファイナルソルジャー","final-soldier","JP","Hu",1991,"Hudson / ハドソン"
"Final Soldier Special Version / ファイナルソルジャー スペシャルバージョン","final-soldier-special-version","JP","Hu",1991,"Hudson / ハドソン"
"Fire Pro Wrestling Combination Tag / ファイヤープロレスリング コンビネーションタッグ","fire-pro-wrestling-combination-tag","JP","Hu",1989,"Human / ヒューマン"
"Formation Armed F / アームドF","formation-armed-f","JP","Hu",1990,"Pack-In-Video/Nihon Bussan (Nichibutsu), Big Don / パック・イン・ビデオ/日本物産（ニチブツ）"
"Formation Soccer Human Cup '90 / フォーメーション・サッカー・ヒューマンカップ'90","formation-soccer-human-cup-'90","JP","Hu",1990,"Human / ヒューマン"
"Formation Soccer On J-League / フォーメーションサッカーオンJリーグ","formation-soccer-on-j-league","JP","Hu",1994,"Human / ヒューマン"
"Fushigi No Yume No Alice - Alice In Wonderland / 不思議の夢のアリス","fushigi-no-yume-no-alice-alice-in-wonderland","JP","Hu",1990,"Face / フェイス"
